gene_id;C1A;C1B;C1C;T2A;T2B;T2C;T3A;T3B;T3C;H4A;H4B;H4C;H5A;H5B;H5C;P6A;P6B;P6C;P7A;P7B;P7C;gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;gene_description;tf_family
D9Q99_RS01455;262.0212374;295.6742095;279.8493129;297.0969608;306.1191614;305.6485092;296.3721627;270.3904676;269.9217261;265.5013424;294.0418448;281.578572;269.9568082;285.6884936;269.5203598;284.3971403;297.8175232;277.9273207;291.0926789;259.146567;267.6768056;yhgN;NZ_CP033020.1;316448;317041;-;594;protein_coding;NAAT family transporter YhgN&&sp|P67144|YHGN_ECO57 UPF0056 inner membrane protein YhgN OS=Escherichia coli O157:H7 OX=83334 GN=yhgN PE=3 SV=1 && PF01914:MarC family integral membrane protein;-
D9Q99_RS05715;175.6911011;162.3015819;164.3343709;175.3359113;151.0786543;145.9521318;174.645424;163.8643447;187.6621671;147.1585492;152.2965366;143.3830621;158.9809141;142.6174321;164.5775398;220.8092551;259.7438129;2036.045433;667.7349875;175.913983;156.2168238;yfiH;NZ_CP033020.1;1177054;1177785;+;732;protein_coding;purine nucleoside phosphorylase YfiH&&sp|P33644|PURNU_ECOLI Purine nucleoside phosphorylase YfiH OS=Escherichia coli (strain K12) OX=83333 GN=yfiH PE=1 SV=1 && PF02578:Multi-copper polyphenol oxidoreductase laccase;-
D9Q99_RS15710;220.5962468;220.542542;220.3580141;174.5377019;230.7499477;225.9153738;217.1599273;210.4634784;220.1487272;219.3520019;211.4221777;242.7166384;228.99258;235.0104123;228.9541674;214.7707218;229.8134623;1156.931355;540.2896214;242.0316856;232.332837;nagE;NZ_CP033020.1;3245830;3247776;-;1947;protein_coding;PTS N-acetyl glucosamine transporter subunit IIABC&&sp|P09323|PTW3C_ECOLI PTS system N-acetylglucosamine-specific EIICBA component OS=Escherichia coli (strain K12) OX=83333 GN=nagE PE=1 SV=1 && PF00358:phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1|PF00367:phosphotransferase system, EIIB|PF02378:Phosphotransferase system, EIIC;-
D9Q99_RS21520;300.1937539;281.623347;286.9008586;210.9745142;238.5317795;259.4162324;236.1713422;238.95737;235.5838218;228.9278169;235.9732038;199.8120002;211.969358;220.2564308;238.1559975;309.557642;267.5463568;718.1537088;463.2414588;269.5439027;270.0127447;metJ;NZ_CP033020.1;4499504;4499821;+;318;protein_coding;met regulon transcriptional regulator MetJ&&sp|A7ZUF7|METJ_ECO24 Met repressor OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=metJ PE=3 SV=1 && PF01340:Met Apo-repressor, MetJ;MetJ
D9Q99_RS00795;311.4578916;347.7773145;320.066763;294.3309979;290.2179177;285.8164326;300.8578203;301.3913179;300.4443108;279.9245543;260.4454975;297.6526213;294.3796179;298.0915155;301.4239404;284.3590684;195.5838165;140.8890605;206.0934991;303.9705613;306.0922649;wecH;NZ_CP033020.1;167897;168892;-;996;protein_coding;O-acetyltransferase WecH&&sp|P37669|WECH_ECOLI O-acetyltransferase WecH OS=Escherichia coli (strain K12) OX=83333 GN=wecH PE=1 SV=1 && PF01757:Acyltransferase family;-
D9Q99_RS19180;239.5899325;259.4407744;242.292037;95.32522808;198.0771044;180.0945702;218.2723739;261.6681944;252.6018065;254.9314886;140.935089;240.6169086;280.5383607;237.1205699;232.8754641;261.7197213;149.1913209;1240.863744;457.7319976;221.0075749;256.1726451;mokC;NZ_CP033020.1;3980754;3980906;+;153;protein_coding;type I toxin-antitoxin system toxin MokC&&sp|P0ACG4|HOKC_ECOLI Toxic protein HokC OS=Escherichia coli (strain K12) OX=83333 GN=hokC PE=1 SV=1 && PF01848:Hok/gef family;-
D9Q99_RS15805;312.3089216;310.2993678;321.0646671;273.3671716;296.1330983;300.1058444;297.1540465;284.9090117;283.5629843;295.342221;255.1285329;318.4540984;310.8812045;311.7709552;313.0851953;279.7430018;198.8928734;168.9762592;188.2565929;299.4969561;295.6266581;D9Q99_RS15805;NZ_CP033020.1;3262504;3264381;-;1878;protein_coding;rhomboid family intramembrane serine protease&&sp|P46116|AARA_PROST Rhomboid protease AarA OS=Providencia stuartii OX=588 GN=aarA PE=1 SV=1 && PF01694:Rhomboid family;Rhomboid
sRNA00009;202.7257543;207.651927;188.4126865;477.3194148;196.5607247;267.3997573;258.2635361;245.4923424;224.0468197;253.4589601;278.3596131;225.2628576;197.8495891;234.2346498;246.9258386;182.0141698;160.3498453;1117.267829;245.8838718;235.9127369;253.459664;-;NZ_CP033020.1;194655;194709;-;55;-;-;-
D9Q99_RS09870;243.9882018;237.2896907;244.4576176;204.3275541;236.017121;243.3606542;228.2491491;225.5150043;233.8330837;237.8586949;225.3531648;230.8594504;225.6074723;229.6303371;219.723532;252.2173673;281.5273641;1004.297758;395.8775587;246.296443;247.5799723;ynjF;NZ_CP033020.1;2074462;2075082;+;621;protein_coding;CDP-alcohol phosphatidyltransferase family protein&&sp|P76226|YNJF_ECOLI Inner membrane protein YnjF OS=Escherichia coli (strain K12) OX=83333 GN=ynjF PE=1 SV=2 && PF01066:CDP-alcohol phosphatidyltransferase;CDP-OH_P_transf
D9Q99_RS04595;197.4353376;201.6302567;214.5955451;216.227545;229.26152;232.1103992;223.446093;239.0004264;229.0401112;229.362894;193.2736286;251.5965347;238.2721049;234.3155247;235.4831399;295.0528471;277.2350481;1028.250294;460.9897133;243.0754621;223.5675976;galR;NZ_CP033020.1;942249;943280;-;1032;protein_coding;HTH-type transcriptional regulator GalR&&sp|P03024|GALR_ECOLI HTH-type transcriptional regulator GalR OS=Escherichia coli (strain K12) OX=83333 GN=galR PE=1 SV=1 && PF00356:Bacterial regulatory proteins, lacI family|PF13377:Periplasmic binding protein-like domain;LacI
D9Q99_RS02810;195.431776;204.2754729;204.3965226;234.2933317;282.4242054;285.8164326;248.5756191;252.8408336;264.987102;229.7077858;220.3070143;248.2156307;255.0480731;248.3451708;236.1341353;250.6045162;233.7630275;939.260403;388.7165856;238.755059;229.2953586;mtr;NZ_CP033020.1;582495;583739;+;1245;protein_coding;tryptophan permease&&sp|P0AAD2|MTR_ECOLI Tryptophan-specific transport protein OS=Escherichia coli (strain K12) OX=83333 GN=mtr PE=1 SV=1 && PF03222:Tryptophan/tyrosine permease family;-
D9Q99_RS00295;280.4072738;285.002755;288.6702411;291.0624535;299.4788325;281.8652705;299.1639044;281.4210213;295.3473305;297.0969895;264.8998813;290.3799021;310.2476911;288.6637733;322.5548192;292.1017049;237.2578897;166.4549528;204.6492405;320.6912114;291.7281502;yicJ;NZ_CP033020.1;55797;57179;+;1383;protein_coding;glycoside-pentoside-hexuronide family transporter&&sp|P31435|YICJ_ECOLI Inner membrane symporter YicJ OS=Escherichia coli (strain K12) OX=83333 GN=yicJ PE=1 SV=2 && PF13347:MFS/sugar transport protein;-
Novel00209;247.2910375;251.5544436;260.5391083;277.8049504;352.0425157;319.6921017;320.2127683;314.0018333;295.7760948;291.678962;291.9082079;277.5286567;291.4748411;264.4274576;291.8349197;272.4021589;252.3312392;202.7735044;252.9927592;280.1798094;280.3724174;-;NZ_CP033020.1;3441337;3441630;+;294;-;PF13589:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;-
D9Q99_RS19990;283.0317093;302.7689988;289.6715387;389.4496818;321.739843;274.7752006;293.2865769;261.1054671;294.1116405;250.3298371;290.2126261;268.9774624;258.9339754;239.8992046;260.5658491;253.7828245;249.6274869;315.5819899;251.0143212;265.2961333;272.6360185;ytfJ;NZ_CP033020.1;4146752;4147309;+;558;protein_coding;YtfJ family protein&&sp|P39187|YTFJ_ECOLI Uncharacterized protein YtfJ OS=Escherichia coli (strain K12) OX=83333 GN=ytfJ PE=1 SV=1 && PF09695:Bacterial protein of unknown function (YtfJ_HI0045);-
Novel00180;220.871969;183.6567587;219.9481028;264.5275079;304.9344897;310.7459992;322.9641008;296.3007496;310.9473324;341.6726178;288.5645948;289.7814212;290.416472;273.6564944;248.2786618;234.1164694;263.2040065;485.5553779;217.8172954;278.5080922;237.6859594;-;NZ_CP033020.1;2970192;2970395;+;204;-;-;-
D9Q99_RS00675;209.3084272;268.9774445;235.1433081;108.0352585;299.1289717;320.2032002;295.8270269;302.3721358;371.929575;334.5181455;273.8167444;368.9679611;323.0612779;328.2817919;348.2937755;317.8025187;266.2516106;101.9066843;137.9960505;318.2949625;353.8251041;D9Q99_RS00675;NZ_CP033020.1;143672;143860;-;189;protein_coding;hypothetical protein&&-- && -;-
Novel00157;271.4771372;295.7288135;265.6163879;294.6920664;264.6264416;264.5682923;275.3129943;275.2892785;261.8355384;300.9101809;222.2768375;307.3118779;288.2953844;307.3154179;344.721205;292.8381513;185.6588912;301.5321068;216.6821546;332.5938699;314.1199032;-;NZ_CP033020.1;2619916;2620207;+;292;-;PF08352:Oligopeptide/dipeptide transporter, C-terminal region;-
D9Q99_RS21690;248.627468;258.7073729;257.8311379;280.013647;308.111754;322.5609354;286.026397;311.9676636;302.489596;300.0309245;275.5704294;305.6191185;310.6369309;308.019056;292.6395392;280.7793675;231.8923402;218.2171401;207.0753455;287.1336805;289.1285919;rhaR;NZ_CP033020.1;4531877;4532725;-;849;protein_coding;HTH-type transcriptional activator RhaR&&sp|C5A074|RHAR_ECOBW HTH-type transcriptional activator RhaR OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=rhaR PE=3 SV=1 && PF02311:AraC-like ligand binding domain|PF12833:Helix-turn-helix domain;AraC_binding
D9Q99_RS01685;326.8371572;332.4545967;331.1380687;262.6374387;283.8346247;293.4013719;258.510915;260.4651223;256.9885695;256.8038847;251.1560483;243.1100381;241.4687274;275.734011;243.3363149;263.294364;278.7691277;384.7855836;359.9264804;220.6974199;256.9922519;aroK;NZ_CP033020.1;375818;376339;+;522;protein_coding;shikimate kinase AroK&&sp|A7ZSR5|AROK_ECO24 Shikimate kinase 1 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=aroK PE=3 SV=1 && PF01202:Shikimate kinase;SKI
D9Q99_RS08045;214.6596287;203.3971385;209.9103168;256.2187549;163.4957911;178.0311421;180.3810159;181.7533134;186.957988;195.358758;242.6330874;213.5068616;207.7767269;181.4305872;219.7993276;279.5803239;318.9789252;1244.363242;567.8350997;220.5040221;208.767501;apbC;NZ_CP033020.1;1700004;1701113;+;1110;protein_coding;iron-sulfur cluster carrier protein ApbC&&sp|P0AF09|APBC_ECOL6 Iron-sulfur cluster carrier protein OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=mrp PE=3 SV=1 && PF10609:NUBPL iron-transfer P-loop NTPase;-
D9Q99_RS20590;230.1899136;238.0513442;243.1402443;217.5206547;274.7611406;265.60742;265.9384628;260.2632645;262.2024441;262.5103158;223.8314058;268.3260512;289.9855477;271.6444934;273.2030718;271.7007132;217.4151739;676.4141659;302.181508;276.6389103;283.6899793;dcuB;NZ_CP033020.1;4281794;4283134;+;1341;protein_coding;anaerobic C4-dicarboxylate transporter DcuB&&sp|P0ABP1|DCUB_ECO57 Anaerobic C4-dicarboxylate transporter DcuB OS=Escherichia coli O157:H7 OX=83334 GN=dcuB PE=3 SV=1 && PF03605:Anaerobic c4-dicarboxylate membrane transporter;-
D9Q99_RS13135;177.5512865;174.0717326;184.9297644;276.0487122;172.3378654;165.5483238;181.7971496;167.7082589;178.1215137;166.4909219;184.4014144;175.5003566;181.8253727;171.3408875;177.1610806;242.4385737;331.3426993;1388.03932;774.6284045;214.2196117;189.0286383;ndh;NZ_CP033020.1;2737860;2739164;-;1305;protein_coding;NADH-quinone dehydrogenase&&sp|P00393|NDH_ECOLI Type II NADH:quinone oxidoreductase OS=Escherichia coli (strain K12) OX=83333 GN=ndh PE=1 SV=2 && PF07992:Pyridine nucleotide-disulphide oxidoreductase;Pyr_redox_2
D9Q99_RS16475;250.1177653;255.2429738;241.1882564;265.3704493;305.6970251;298.7214407;274.7284464;292.9769653;270.8863022;262.3544145;269.616826;295.5023367;261.1315386;267.4912751;279.781627;248.326586;287.7070818;429.8771047;303.008795;249.5340934;258.4964549;ybbA;NZ_CP033020.1;3415885;3416571;-;687;protein_coding;putative ABC transporter ATP-binding protein YbbA&&sp|P0A9T9|YBBA_ECO57 Uncharacterized ABC transporter ATP-binding protein YbbA OS=Escherichia coli O157:H7 OX=83334 GN=ybbA PE=3 SV=1 && PF00005:ABC transporter;ABC_tran
D9Q99_RS18600;245.9593128;282.9712256;261.0611385;287.5868149;294.1300615;293.2508535;283.245651;299.62851;293.8642265;296.4954189;229.5505075;310.151904;309.3657503;309.0201068;315.4254257;292.0300213;213.4178503;251.8960998;215.4163699;296.7368737;283.3679733;panC;NZ_CP033020.1;3846144;3846995;+;852;protein_coding;pantoate--beta-alanine ligase&&sp|B1IQK7|PANC_ECOLC Pantothenate synthetase OS=Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805 GN=panC PE=3 SV=1 && PF02569:Pantoate-beta-alanine ligase;-
Novel00069;355.3348358;362.9906837;349.2795409;226.7061124;275.4822014;281.1591159;277.9514686;282.2762595;293.1182485;267.7588899;294.9559645;268.6980718;254.5021161;291.5552486;299.682624;257.1853932;240.5736402;142.5637552;260.2619812;288.2698814;292.058162;-;NZ_CP033020.1;731096;731288;-;193;-;-;-
D9Q99_RS01420;331.3964385;319.0749122;343.1571266;119.3298537;298.063394;271.4978378;289.401693;304.4866262;277.9368691;287.1681484;230.6594916;304.6411979;343.48887;332.5055086;349.0853522;330.5326764;194.9351061;75.04037659;193.1944707;331.2310144;333.6606687;tssD;NZ_CP033020.1;309920;310249;-;330;protein_coding;type VI secretion system tube protein TssD&&sp|P46855|YHHZ_ECOLI Uncharacterized protein YhhZ OS=Escherichia coli (strain K12) OX=83333 GN=yhhZ PE=3 SV=1 && PF05638:Type VI secretion system effector, Hcp;-
D9Q99_RS15035;290.1554253;297.4772489;296.8297982;364.2379953;301.1190299;293.7546547;274.9063441;308.259898;290.1546783;284.4166782;283.6771514;313.2966181;295.1635393;294.3019579;284.9914851;254.9767465;204.6384943;160.0478019;203.3891632;283.695132;275.0774131;ybhN;NZ_CP033020.1;3119252;3120208;+;957;protein_coding;YbhN family protein&&sp|P75770|YBHN_ECOLI Inner membrane protein YbhN OS=Escherichia coli (strain K12) OX=83333 GN=ybhN PE=1 SV=1 && PF03706:Lysylphosphatidylglycerol synthase TM region;-
D9Q99_RS08535;259.3238625;261.9860559;262.0862784;279.5756618;185.4271825;186.6048798;187.6409926;195.3986857;181.4165702;211.4152484;260.6301023;207.2430445;216.6412522;201.0747338;210.3183252;369.4566816;382.3483856;812.3665991;513.5433758;240.7765343;224.1632218;tsuA;NZ_CP033020.1;1808581;1809639;+;1059;protein_coding;thiosulfate utilization transporter TsuA/YeeE&&sp|P33015|YEEE_ECOLI UPF0394 inner membrane protein YeeE OS=Escherichia coli (strain K12) OX=83333 GN=yeeE PE=1 SV=1 && PF04143:Sulphur transport;-
D9Q99_RS22190;206.8943;201.8210918;197.8999232;236.8862276;279.762606;231.6753272;234.0465901;228.3346665;231.0036875;221.0815063;245.3886365;221.5221414;213.54652;212.5300602;210.8290865;268.7784438;297.9399056;1052.494831;439.4046215;208.9071564;205.03568;hemC;NZ_CP033020.1;4636846;4637787;+;942;protein_coding;hydroxymethylbilane synthase&&sp|C4ZZ69|HEM3_ECOBW Porphobilinogen deaminase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=hemC PE=3 SV=1 && PF03900:Porphobilinogen deaminase, C-terminal domain|PF01379:Porphobilinogen deaminase, dipyromethane cofactor binding domain;-
D9Q99_RS22015;184.7298048;190.8634469;185.9667028;221.6585476;223.1745933;217.4063146;213.0616276;200.9130504;214.4253965;190.804567;228.8494256;193.7194817;181.246311;182.1206122;177.7324363;251.7078138;288.2105063;1411.466144;489.7714232;210.1521507;186.5516045;tatD;NZ_CP033020.1;4603394;4604176;-;783;protein_coding;3'-5' ssDNA/RNA exonuclease TatD&&sp|P27859|TATD_ECOLI 3'-5' ssDNA/RNA exonuclease TatD OS=Escherichia coli (strain K12) OX=83333 GN=tatD PE=1 SV=3 && PF01026:TatD related DNase;-
D9Q99_RS18050;334.8585946;321.5068516;327.2414357;57.82503924;324.2653394;306.3179828;302.6670803;289.5640989;272.4504736;297.9559157;263.4430704;295.766777;310.4816576;293.1145363;312.2778961;279.9147184;218.6336969;169.694831;256.0323198;289.5502632;318.6248345;silR;NZ_CP033020.1;3740667;3741347;+;681;protein_coding;copper/silver response regulator transcription factor SilR&&sp|Q9ZHD3|SILR_SALTM Probable transcriptional regulatory protein SilR OS=Salmonella typhimurium OX=90371 GN=silR PE=3 SV=1 && PF00486:Transcriptional regulatory protein, C terminal|PF00072:Response regulator receiver domain;Response_reg
D9Q99_RS03990;196.3258512;214.4291262;212.8952962;143.3993179;245.2276054;240.3937011;247.8665807;248.4906595;229.3524848;236.0349229;204.7715869;255.9384266;245.3680206;227.9783203;237.1728079;276.0766484;283.0268641;983.1429035;459.8213721;232.8954677;221.412736;ruvX;NZ_CP033020.1;818768;819184;-;417;protein_coding;Holliday junction resolvase RuvX&&sp|B7MMD7|YQGF_ECO45 Putative pre-16S rRNA nuclease OS=Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035 GN=yqgF PE=3 SV=1 && PF03652:Holliday junction resolvase;-
D9Q99_RS14905;241.6640852;252.3642782;241.5749175;252.9338991;313.9390617;292.4035867;300.1812377;279.7020835;296.7737293;297.7952497;228.014881;330.0666196;313.3330228;303.9962871;308.9353679;285.8276665;202.7210386;279.8991024;208.8588872;313.2662563;295.314098;rhtA;NZ_CP033020.1;3091653;3092540;+;888;protein_coding;threonine/homoserine exporter RhtA&&sp|P0AA69|RHTA_ECO57 Threonine/homoserine exporter RhtA OS=Escherichia coli O157:H7 OX=83334 GN=rhtA PE=3 SV=1 && PF00892:EamA-like transporter family;DUF6
Novel00283;200.3570811;209.7373839;191.669061;317.4330095;380.5165427;292.349836;283.5565545;276.1369064;298.1799585;228.6100424;260.0252392;289.4343776;256.9296747;284.8350356;262.2198611;311.6100431;268.5443776;501.7405572;227.2876126;255.5721316;241.2512488;-;NZ_CP033020.1;4191636;4191805;+;170;-;-;-
D9Q99_RS07205;181.1630266;166.0310738;170.8672214;182.0369882;198.6848463;190.7766768;164.2125034;164.2759965;165.1466188;159.2274567;184.3658483;168.2616861;156.105166;162.0240709;156.0737176;158.8344567;235.1565095;1761.660394;746.8597905;199.238709;164.2839875;nuoF;NZ_CP033020.1;1498544;1499881;+;1338;protein_coding;NADH-quinone oxidoreductase subunit NuoF&&sp|P31979|NUOF_ECOLI NADH-quinone oxidoreductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=nuoF PE=1 SV=3 && PF10589:NADH-ubiquinone oxidoreductase-F iron-sulfur binding region|PF10531:SLBB domain|PF01512:Respiratory-chain NADH dehydrogenase 51 Kd subunit;-
D9Q99_RS01020;318.3953525;345.0786482;332.5431894;338.6179744;251.5857575;266.0439246;278.4163116;264.5322244;255.2108777;270.6457847;262.1182305;265.9286471;274.9505933;267.4269333;280.0708931;273.2350635;243.903518;205.3343638;250.7042675;282.0128765;303.8872146;yhjB;NZ_CP033020.1;222713;223315;+;603;protein_coding;response regulator transcription factor&&sp|P37640|YHJB_ECOLI Putative HTH-type transcriptional regulator YhjB OS=Escherichia coli (strain K12) OX=83333 GN=yhjB PE=1 SV=1 && PF00196:Bacterial regulatory proteins, luxR family;GerE
D9Q99_RS03625;354.2686554;388.3361854;354.9936195;354.4906919;243.0715929;291.7214386;266.0194557;268.2098993;266.4445685;250.8187626;292.7486052;258.113691;287.576515;262.2238955;252.4231663;244.0417127;235.0716942;133.7525231;244.847159;286.0168888;294.6315538;yghW;NZ_CP033020.1;747783;748070;+;288;protein_coding;DUF2623 family protein YghW&&sp|P64576|YGHW_ECO57 Uncharacterized protein YghW OS=Escherichia coli O157:H7 OX=83334 GN=yghW PE=4 SV=1 && PF11115:Protein of unknown function (DUF2623);-
D9Q99_RS03085;353.1547592;346.2559323;358.2502368;336.5713822;239.4637481;270.0587125;258.591274;264.8187145;278.6535487;267.3359402;302.8926027;269.3360254;264.1915732;254.7229405;260.414541;228.3209149;299.5847002;192.2253175;256.3003569;247.2218202;280.6390185;yhaJ;NZ_CP033020.1;636298;637194;+;897;protein_coding;DNA-binding transcriptional regulator YhaJ&&sp|P67661|YHAJ_ECO57 HTH-type transcriptional regulator YhaJ OS=Escherichia coli O157:H7 OX=83334 GN=yhaJ PE=1 SV=1 && PF03466:LysR substrate binding domain|PF00126:Bacterial regulatory helix-turn-helix protein, lysR family;LysR_substrate
D9Q99_RS03655;80.58600031;72.34518978;68.59964783;134.2155819;73.21028701;74.32485085;75.40131086;74.16607719;68.43965989;71.70106915;89.07443479;82.16204433;86.23045742;79.33905232;67.961785;107.9041911;256.206763;2809.623552;1228.70103;125.434175;97.50471053;hybE;NZ_CP033020.1;753721;754209;+;489;protein_coding;hydrogenase-2 assembly chaperone&&sp|P0AAN2|HYBE_ECOL6 Hydrogenase-2 operon protein HybE OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=hybE PE=3 SV=1 && PF11939:[NiFe]-hydrogenase assembly, chaperone, HybE;-
D9Q99_RS15905;187.6595826;204.7516395;196.3150954;236.8465282;235.9238206;234.785866;208.5857301;193.5673695;218.7209204;214.5254494;248.3438886;229.9386434;218.3062596;229.3964697;209.6200495;286.9899347;305.3922865;1105.295575;443.7693504;209.1961235;204.1915384;rlmH;NZ_CP033020.1;3283869;3284336;+;468;protein_coding;23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH&&sp|A7ZJ25|RLMH_ECO24 Ribosomal RNA large subunit methyltransferase H OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rlmH PE=3 SV=1 && PF02590:Predicted SPOUT methyltransferase;-
Novel00148;330.861886;303.2745337;378.8772027;612.1490773;284.561474;228.0928154;262.636293;257.3930521;242.5859051;250.6824144;252.6827196;251.2791313;243.5190952;211.8995018;238.5381341;297.2684475;212.6262862;173.0978327;274.8259372;240.343023;274.8787905;-;NZ_CP033020.1;2244739;2245093;+;355;-;-;-
Novel00096;317.7195694;315.2377396;289.9141459;339.5688373;289.5156713;301.9597154;267.6175671;260.0702207;301.9715007;270.8721711;316.0388683;260.0840246;250.9304188;265.0733873;267.1056781;251.5431195;267.3097444;150.5262855;245.1800058;267.8780123;323.098681;-;NZ_CP033020.1;1216719;1216980;-;262;-;PF18076:Formylglycinamide ribonucleotide amidotransferase N-terminal;-
D9Q99_RS16585;299.7938679;265.817238;288.8603035;269.0831671;294.0042864;267.0661926;259.3497509;244.6293353;265.9470485;229.4447606;251.0676672;240.9289788;242.9877544;238.9932259;240.282599;313.3218727;328.5599772;430.8519813;346.7017052;244.142251;252.776254;adk;NZ_CP033020.1;3439091;3439735;-;645;protein_coding;adenylate kinase&&sp|A7ZIN4|KAD_ECO24 Adenylate kinase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=adk PE=3 SV=1 && PF00406:Adenylate kinase|PF05191:Adenylate kinase, active site lid;ADK
Novel00109;236.9731488;263.2877018;259.4489865;305.2624164;284.3873237;301.025121;290.174518;313.4802356;294.9453564;278.3464032;332.400792;300.4752071;292.730116;300.5863751;270.1852199;255.673974;261.9747326;195.0107978;216.6217072;274.970272;283.9202216;-;NZ_CP033020.1;1462774;1463074;-;301;-;PF02826:D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain;2-Hacid_dh_C
D9Q99_RS09320;325.2343935;295.1877593;306.1452484;251.544781;298.0233155;282.3037219;289.4427002;300.7231488;276.5752096;311.27768;242.4504233;319.9362311;302.0195669;304.0170279;277.1562481;271.8515948;224.115931;132.32659;185.0245553;306.46486;306.2325404;yebB;NZ_CP033020.1;1968236;1968838;-;603;protein_coding;YebB family permuted papain-like enzyme&&sp|P24238|YEBB_ECOLI Uncharacterized protein YebB OS=Escherichia coli (strain K12) OX=83333 GN=yebB PE=4 SV=2 && PF05708:Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family;-
D9Q99_RS18475;231.5428359;207.5051246;244.6296497;350.8797308;300.5151493;272.9232572;273.7529773;245.7405652;235.8173953;264.0707684;228.7560323;247.7891434;266.3482391;252.3787631;254.2515157;332.4836133;227.0597554;382.8146748;450.7870983;274.0918513;262.9357867;erpA;NZ_CP033020.1;3818195;3818539;-;345;protein_coding;iron-sulfur cluster insertion protein ErpA&&sp|A7ZHP8|ERPA_ECO24 Iron-sulfur cluster insertion protein ErpA OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=erpA PE=3 SV=1 && PF01521:Iron-sulphur cluster biosynthesis;-
D9Q99_RS19015;230.4667572;229.6529499;218.606274;269.8959127;289.9120659;265.5002021;224.4267825;239.3193095;264.27824;241.3656237;255.7896633;245.6476002;232.8878986;242.2318623;221.5630004;286.7361915;289.5438645;721.325249;381.5762677;234.6067747;216.1729835;apaH;NZ_CP033020.1;3942324;3943166;+;843;protein_coding;bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH&&sp|B7L4H2|APAH_ECO55 Bis(5'-nucleosyl)-tetraphosphatase, symmetrical OS=Escherichia coli (strain 55989 / EAEC) OX=585055 GN=apaH PE=3 SV=1 && PF00149:Calcineurin-like phosphoesterase;Metallophos
D9Q99_RS05975;257.5385941;253.1905463;272.1583332;320.7644788;357.9049193;296.4595142;307.0699376;298.8952159;278.775324;284.3630818;279.1095938;296.4062573;301.5777194;281.7409439;275.0774806;255.6207973;253.1498468;168.0934998;231.8112349;274.06052;255.0291388;yphB;NZ_CP033020.1;1237410;1238282;+;873;protein_coding;aldose 1-epimerase&&sp|P76584|YPHB_ECOLI Uncharacterized protein YphB OS=Escherichia coli (strain K12) OX=83333 GN=yphB PE=1 SV=1 && PF01263:Aldose 1-epimerase;Aldose_epim
D9Q99_RS00810;127.4297252;113.508802;127.2693494;155.7116878;136.1307941;127.1518586;145.1255784;137.8119157;160.0527703;129.5865054;171.0461772;131.1623692;146.681363;122.5410491;133.6865893;251.68002;358.1328813;1993.383358;817.8099273;165.2528833;145.9127695;glyS;NZ_CP033020.1;170382;172451;+;2070;protein_coding;glycine--tRNA ligase subunit beta&&sp|C4ZXE9|SYGB_ECOBW Glycine--tRNA ligase beta subunit OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=glyS PE=3 SV=1 && PF02092:Glycyl-tRNA synthetase beta subunit|PF05746:DALR anticodon binding domain;-
D9Q99_RS22110;304.824435;315.7579789;297.4401969;389.5502109;299.9224172;272.7128136;281.8813349;285.1512375;248.0432873;272.2938733;314.691792;249.2262599;258.0276648;255.6584103;262.8785637;255.3497401;305.3922865;166.5782339;211.5644578;270.9467865;277.1479231;yigI;NZ_CP033020.1;4622915;4623382;+;468;protein_coding;acyl-CoA thioesterase YigI&&sp|P0ADP3|YIGI_ECOL6 Uncharacterized protein YigI OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yigI PE=4 SV=1 && PF03061:Thioesterase superfamily;4HBT
